workId,lang,decadePrint,decadeFirstPrint,decade,decadeOld,diff,characterId,cl,isGrp,cGrp,persName,roleDesc,sex,age,profession,normalizedProfession,modifier,professionalGroupMethal,professionalGroupNoVal,professionalGroup,profGrpSelected,profGrpCoarse,profGrpCoarser,role,title,socialClassOrig,socialClassAuto,socialClass,cfSoc,origin,raceOrEthnicity,accentDialect,relations,normalizedRelation,genre,comments
016,fre,,,1870,1870,0,4,1,0,,Birochet,aubergiste,M,,aubergiste,innkeeper,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
016,fre,,,1870,1870,0,5,1,0,,Alaric de Fauquemberghes,agent matrimonial,M,,agent matrimonial,marriage broker,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
016,fre,,,1870,1870,0,6,1,0,,Un facteur,,M,,facteur,mail carrier,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
016,fre,,,1870,1870,0,7,1,0,,Lucrèce,femme de Pontérisson,F,,,,,,,,,,,,,,,,,,,,femme(1),wife(1),,
016,fre,,,1870,1870,0,8,1,0,,Aménaïde,femme de Birochet,F,,,,,,,,,,,,,,,LMC,,,,,femme(4),wife(4),,
016,fre,,,1870,1870,0,9,1,0,9-12,Cadissette,servantes de l'hôtel du Cadran vert,F,,servante d'hôtel,hotel maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
016,fre,,,1870,1870,0,10,1,0,,Mélie,,F,,servante d'hôtel,hotel maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
016,fre,,,1870,1870,0,11,1,0,,Manda,,F,,servante d'hôtel,hotel maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
016,fre,,,1870,1870,0,12,1,0,,Fanchette,,F,,servante d'hôtel,hotel maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
016,fre,,,1870,1870,0,13,0,1,,Pompiers,,M,,pompier,firefighter,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LMC,,,,,,,,
016,fre,,,1870,1870,0,14,0,1,,Paysans,,M,,paysan,farmer,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LC,,,,,,,,
016,fre,,,1870,1870,0,15,0,1,,Paysannes,,F,,paysanne,farmer,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LC,,,,,,,,
017,fre,,,1880,1880,0,1,1,0,,Champanet,,M,,,,,,,,,,,,,,,,,,,,,,,
017,fre,,,1880,1880,0,2,1,0,,Grimoine,,M,,,,,,,,,,,,,,,,,,,,,,,
017,fre,,,1880,1880,0,3,1,0,,Jules Carpiquel,,M,,,,,,,,,,,,,,,,,,,,,,,
017,fre,,,1880,1880,0,4,1,0,,Don Stéfano Ruy Gomar,,M,,,,,,,,,,,,,,,,,,,,,,,
017,fre,,,1880,1880,0,5,1,0,,Joseph,,M,,,,,,,,,,,,,,,,,,,,,,,
017,fre,,,1880,1880,0,6,1,0,,Céleste,femme de Champanet,F,,,,,,,,,,,,,,,,,,,,femme(1),wife(1),,
017,fre,,,1880,1880,0,7,1,0,,Elmire,femme de Grimoine,F,,,,,,,,,,,,,,,,,,,,femme(2),wife(2),,
017,fre,,,1880,1880,0,8,1,0,,Cécile,nièce de Champanet,F,,,,,,,,,,,,,,,,,,,,nièce(1),niece(1),,
017,fre,,,1880,1880,0,9,1,0,,Olympia,modiste,F,,modiste,milliner,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
017,fre,,,1880,1880,0,10,1,0,,Justine,,F,,,,,,,,,,,,,,,,,,,,,,,
017,fre,,,1880,1880,0,11,1,0,,Le Trottin de la modiste,,M,,trottin,messenger,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,"TLFi : Trottin : Vieilli. Coursier, commissionnaire d'un magasin, d'un atelier."
018,fre,,,1870,1870,0,1,1,0,,Champagnolles,notaire,M,,notaire,notary,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UC,,,,,,,,
018,fre,,,1870,1870,0,2,1,0,,Valtoret,avocat,M,,avocat,lawyer,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UC,,,,,,,,
018,fre,,,1870,1870,0,3,1,0,,Clodomir,peintre,M,,peintre,painter,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
018,fre,,,1870,1870,0,4,1,0,,Godoncourt,,M,,,,,,,,,,,,,,,,,,,,,,,
018,fre,,,1870,1870,0,5,1,0,,Le Baron des Gouttières,,M,,,,,,aristocrats,aristocrats,aristocrats,nobility,aristocracy,,baron,,,UC,,,,,,,,expecting lower class bc of aptonym
018,fre,,,1870,1870,0,6,1,0,,Isabeau Chapagnolles,,F,,,,,,,,,,,,,,,,,,,,,,,
018,fre,,,1870,1870,0,7,1,0,,Charlotte Valtoret,,F,,,,,,,,,,,,,,,,,,,,,,,
018,fre,,,1870,1870,0,8,1,0,,Hermangarde de la Bachellerie,,F,,,,,,,,,,,,,,,,,,,,,,,
018,fre,,,1870,1870,0,9,1,0,,Rosalie,,F,,,,,,,,,,,,,,,,,,,,,,,
018,fre,,,1870,1870,0,10,1,0,,Georgette,,F,,,,,,,,,,,,,,,,,,,,,,,
019,fre,,,1870,1870,0,1,1,0,,Alphonse Marjavel,,M,,,,,,,,,,,,,,,,,,,,,,,
019,fre,,,1870,1870,0,2,1,0,,Krampach,,M,,,,,,,,,,,,,,,,,,,,,,,
019,fre,,,1870,1870,0,3,1,0,,Jobelin,,M,,,,,,,,,,,,,,,,,,,,,,,
019,fre,,,1870,1870,0,4,1,0,,Ernest Jobelin,,M,,,,,,,,,,,,,,,,,,,,,,,
019,fre,,,1870,1870,0,5,1,0,,Hermance,,F,,,,,,,,,,,,,,,,,,,,,,,
019,fre,,,1870,1870,0,6,1,0,,Berthe,,F,,,,,,,,,,,,,,,,,,,,,,,
019,fre,,,1870,1870,0,7,1,0,,Pétunia,,F,,,,,,,,,,,,,,,,,,,,,,,
019,fre,,,1870,1870,0,8,1,0,,Lisbeth,,F,,,,,,,,,,,,,,,,,,,,,,,
020,fre,,,1870,1870,0,1,1,0,,Lavignac,,M,,,,,,,,,,,,,,,,,,,,,,,
020,fre,,,1870,1870,0,2,1,0,,Grenoux,,M,,,,,,,,,,,,,,,,,,,,,,,
020,fre,,,1870,1870,0,3,1,0,,Alcide,,M,,,,,,,,,,,,,,,,,,,,,,,
020,fre,,,1870,1870,0,4,1,0,,Marthe,,F,,,,,,,,,,,,,,,,,,,,,,,
021,fre,,,1870,1870,0,1,1,0,,Panazol,,M,,,,,,,,,,,,,,,,,,,,,,,
021,fre,,,1870,1870,0,2,1,0,,Malissard,,M,,,,,,,,,,,,,,,,,,,,,,,
021,fre,,,1870,1870,0,3,1,0,,Saint-Chinon,,M,,,,,,,,,,,,,,,,,,,,,,,
021,fre,,,1870,1870,0,4,1,0,,Georgette,,F,,,,,,,,,,,,,,,,,,,,,,,
022,fre,,,1860,1860,0,1,1,0,,M. de Brémont,ancien colonel,M,,colonel,colonel,former,,military,military,military,government & law enforcement,authority,,,,,UC,,,,,,,,
022,fre,,,1860,1860,0,2,1,0,,Léon,son neveu,M,,,,,,,,,,,,,,,,,,,,neveu(1),nephew(1),,
022,fre,,,1860,1860,0,3,1,0,,Albert de Préval,,M,,,,,,,,,,,,,,,,,,,,,,,
022,fre,,,1860,1860,0,4,1,0,,Louise,nièce de Brémont,F,,,,,,,,,,,,,,,,,,,,nièce(1),niece(1),,
022,fre,,,1860,1860,0,5,1,0,,Rose,soubrette,F,,soubrette,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
023,fre,,,1890,1890,0,1,1,0,,Petypon,,M,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,2,1,0,,Général Petypon,,M,,général,general,,,military,military,military,government & law enforcement,authority,,,,,UC,,,,,,,,
023,fre,,,1890,1890,0,3,1,0,,du Grêlé,,M,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,4,1,0,,Mongicourt,,M,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,5,1,0,,Le Duc,,M,,,,,,aristocrats,aristocrats,aristocrats,nobility,aristocracy,,duc,,,UC,,,,,,,,
023,fre,,,1890,1890,0,6,1,0,,Marollier,,M,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,7,1,0,,Corignon,,M,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,8,1,0,,Etienne,,M,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,9,1,0,,Le Balayeur,,M,,balayeur,sweeper,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,balayeur de rue
023,fre,,,1890,1890,0,10,1,0,,L’Abbé,,M,,abbé,priest,,,clergy,clergy,clergy,clergy,authority,,,,,LMC,,,,,,,,
023,fre,,,1890,1890,0,11,1,0,,Chamerot,,M,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,12,1,0,,Sauvarel,,M,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,13,1,0,,Guérissac,,M,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,14,1,0,,Varlin,,M,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,15,1,0,,Emile,,M,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,16,1,0,,3e Officier,,M,,officier,officer,,,military,military,military,government & law enforcement,authority,,,,,UMC,,,,,,,,
023,fre,,,1890,1890,0,17,1,0,,Vidauban,,M,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,18,1,0,,Tournoy,,M,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,19,1,0,,La Môme,crevette,F,,,,,,,,,,,,,,,,,,,,,,,"TLFi : crevette : ""Rem. La docum. atteste aussi crevette, arg., qui est sans doute un homon. par attraction paron., pour désigner « une jeune femme de mœurs légères »"
023,fre,,,1890,1890,0,20,1,0,,Madame Petypon,,F,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,21,1,0,,Madame Vidauban,,F,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,22,1,0,,Madame Sauvarel,,F,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,23,1,0,,Clémentine,,F,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,24,1,0,,La Duchesse de Valmonté,,F,,,,,,aristocrats,aristocrats,aristocrats,nobility,aristocracy,,duchesse,,,UC,,,,,,,,
023,fre,,,1890,1890,0,25,1,0,,Madame Ponant,,F,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,26,1,0,,Madame Claux,,F,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,27,1,0,,Madame Virette,,F,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,28,1,0,,Madame Hautignol,,F,,,,,,,,,,,,,,,,,,,,,,,
023,fre,,,1890,1890,0,29,1,0,,La Baronne,,F,,,,,,aristocrats,aristocrats,aristocrats,nobility,aristocracy,,baronne,,,UC,,,,,,,,
023,fre,,,1890,1890,0,30,1,0,,Madame Tournoy,,F,,,,,,,,,,,,,,,,,,,,,,,
024,fre,,,1870,1870,0,1,1,0,,Montengraine,,M,,,,,,,,,,,,,,,,,,,,,,,
024,fre,,,1870,1870,0,2,1,0,,Dubocal,,M,,,,,,,,,,,,,,,,,,,,,,,
024,fre,,,1870,1870,0,3,1,0,,Beausalé,,M,,,,,,,,,,,,,,,,,,,,,,,
024,fre,,,1870,1870,0,4,1,0,,Billembois,,M,,,,,,,,,,,,,,,,,,,,,,,
024,fre,,,1870,1870,0,5,1,0,,Cassignol,,M,,,,,,,,,,,,,,,,,,,,,,,
024,fre,,,1870,1870,0,6,1,0,,Clodimar,,M,,,,,,,,,,,,,,,,,,,,,,,
024,fre,,,1870,1870,0,7,1,0,,Grenouillet,,M,,,,,,,,,,,,,,,,,,,,,,,
024,fre,,,1870,1870,0,8,1,0,,Mitouflet,,M,,,,,,,,,,,,,,,,,,,,,,,
024,fre,,,1870,1870,0,9,1,0,,Joseph,,M,,,,,,,,,,,,,,,,,,,,,,,
024,fre,,,1870,1870,0,10,1,0,,Durand,,M,,,,,,,,,,,,,,,,,,,,,,,
024,fre,,,1870,1870,0,11,1,0,,Un Changeur,,M,,changeur,bank clerk,,,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,,,LMC,,,,,,,,"TLFi : changeur : ""1. Banquier qui, moyennant une commission, procède aux opérations de change de monnaies (cf. banquier ex. 1) """
024,fre,,,1870,1870,0,12,1,0,,Célesta,,F,,,,,,,,,,,,,,,,,,,,,,,
024,fre,,,1870,1870,0,13,1,0,,Catherine,,F,,,,,,,,,,,,,,,,,,,,,,,
024,fre,,,1870,1870,0,14,1,0,,La marchande de journaux,,F,,marchande de journaux,newsagent,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
024,fre,,,1870,1870,0,15,1,0,,La fleuriste,,F,,fleuriste,florist,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
025,fre,,,1870,1870,0,1,1,0,,Beaubuisson,,M,,,,,,,,,,,,,,,,,,,,,,,
025,fre,,,1870,1870,0,2,1,0,,Georges Duménil,,M,,,,,,,,,,,,,,,,,,,,,,,
025,fre,,,1870,1870,0,3,1,0,,Paul Aubier,,M,,,,,,,,,,,,,,,,,,,,,,,
025,fre,,,1870,1870,0,4,1,0,,Henri,,M,,,,,,,,,,,,,,,,,,,,,,,
025,fre,,,1870,1870,0,5,1,0,,Philippe,,M,,,,,,,,,,,,,,,,,,,,,,,
025,fre,,,1870,1870,0,6,1,0,,Germain,,M,,,,,,,,,,,,,,,,,,,,,,,
025,fre,,,1870,1870,0,7,1,0,,1e Garçon,,M,,garçon,waiter,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,in a restaurant
025,fre,,,1870,1870,0,8,1,0,,2e Garçon,,M,,garçon,waiter,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,in a restaurant
025,fre,,,1870,1870,0,9,1,0,,Marguerite,femme de Georges,F,,,,,,,,,,,,,,,,,,,,femme(2),wife(2),,
025,fre,,,1870,1870,0,10,1,0,,Angèle,femme de Paul,F,,,,,,,,,,,,,,,,,,,,femme(3),wife(3),,
025,fre,,,1870,1870,0,11,1,0,,Mme Beaubuisson,,F,,,,,,,,,,,,,,,,,,,,,,,
025,fre,,,1870,1870,0,12,1,0,,Hortense,femme de chambre,F,,femme de chambre,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
025,fre,,,1870,1870,0,13,1,0,,Fœdora,,F,,,,,,,,,,,,,,,,,,,,,,,
026,fre,,,1890,1890,0,1,1,0,,Georges Godefroid,,M,,,,,,,,,,,,,,,,,,,,,,,
026,fre,,,1890,1890,0,2,1,0,,Alfred Godefroid,,M,,,,,,,,,,,,,,,,,,,,,,,
026,fre,,,1890,1890,0,3,1,0,,Montpépin,,M,,,,,,,,,,,,,,,,,,,,,,,
026,fre,,,1890,1890,0,4,1,0,,Raoul de Saint-Médard,,M,,,,,,,,,,,,,,,,,,,,,,,
026,fre,,,1890,1890,0,5,1,0,,Labordave,,M,,,,,,,,,,,,,,,,,,,,,,,
026,fre,,,1890,1890,0,6,1,0,,Charbonneau,,M,,,,,,,,,,,,,,,,,,,,,,,
026,fre,,,1890,1890,0,7,1,0,,Lucienne Godefroid,,F,,,,,,,,,,,,,,,,,,,,,,,
026,fre,,,1890,1890,0,8,1,0,,Madame Montpépin,,F,,,,,,,,,,,,,,,,,,,,,,,
026,fre,,,1890,1890,0,9,1,0,,Madame Charbonneau,,F,,,,,,,,,,,,,,,,,,,,,,,
026,fre,,,1890,1890,0,10,1,0,,Angèle,,F,,,,,,,,,,,,,,,,,,,,,,,
026,fre,,,1890,1890,0,11,1,0,,Rosine Charbonneau,,F,,,,,,,,,,,,,,,,,,,,,,,
026,fre,,,1890,1890,0,12,1,0,,Françoise,,F,,,,,,,,,,,,,,,,,,,,,,,
026,fre,,,1890,1890,0,13,1,0,,Julie,,F,,,,,,,,,,,,,,,,,,,,,,,
027,fre,,,1890,1890,0,1,1,0,,Duperron,,M,,,,,,,,,,,,,,,,,,,,,,,
027,fre,,,1890,1890,0,2,1,0,,Mathieu,,M,,,,,,,,,,,,,,,,,,,,,,,
027,fre,,,1890,1890,0,3,1,0,,Valaury,,M,,,,,,,,,,,,,,,,,,,,,,,
027,fre,,,1890,1890,0,4,1,0,,François,,M,,,,,,,,,,,,,,,,,,,,,,,
027,fre,,,1890,1890,0,5,1,0,,Letellier,,M,,,,,,,,,,,,,,,,,,,,,,,
027,fre,,,1890,1890,0,6,1,0,,Pitel,,M,,,,,,,,,,,,,,,,,,,,,,,
027,fre,,,1890,1890,0,7,1,0,,Un commissionnaire,,M,,commissionnaire,delivery person,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,"TLFi : commissionnaire DR. COMM. Intermédiaire qui fait, en son nom personnel et moyennant une commission*, des opérations pour le compte d'un commerçant."
027,fre,,,1890,1890,0,8,1,0,,Valentine,,F,,,,,,,,,,,,,,,,,,,,,,,
027,fre,,,1890,1890,0,9,1,0,,Angèle,,F,,,,,,,,,,,,,,,,,,,,,,,
027,fre,,,1890,1890,0,10,1,0,,Joséphine,,F,,,,,,,,,,,,,,,,,,,,,,,
027,fre,,,1890,1890,0,11,1,0,,Rosalie,,F,,,,,,,,,,,,,,,,,,,,,,,
028,fre,,,1880,1880,0,1,1,0,,Henri Duval,,M,,,,,,,,,,,,,,,,,,,,,,,
028,fre,,,1880,1880,0,2,1,0,,Bourganeuf,,M,,,,,,,,,,,,,,,,,,,,,,,
028,fre,,,1880,1880,0,3,1,0,,Champeaux,,M,,,,,,,,,,,,,,,,,,,,,,,
028,fre,,,1880,1880,0,4,1,0,,Corbulon,,M,,,,,,,,,,,,,,,,,,,,,,,
028,fre,,,1880,1880,0,5,1,0,,Un paysan,,M,,paysan,farmer,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LC,,,,,,,,
028,fre,,,1880,1880,0,6,1,0,,Un commissionnaire,,M,,commissionnaire,delivery person,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,"TLFi : commissionnaire DR. COMM. Intermédiaire qui fait, en son nom personnel et moyennant une commission*, des opérations pour le compte d'un commerçant."
028,fre,,,1880,1880,0,7,1,0,,Madame Bonivard,,F,,,,,,,,,,,,,,,,,,,,,,,
028,fre,,,1880,1880,0,8,1,0,,Diane,,F,,,,,,,,,,,,,,,,,,,,,,,
028,fre,,,1880,1880,0,9,1,0,,Gabrielle,,F,,,,,,,,,,,,,,,,,,,,,,,
028,fre,,,1880,1880,0,10,1,0,,Victoire,,F,,,,,,,,,,,,,,,,,,,,,,,
028,fre,,,1880,1880,0,11,1,0,,Mariette,,F,,,,,,,,,,,,,,,,,,,,,,,
030,fre,,,1880,1880,0,1,1,0,,Paul Jolimont,35 ans,M,35,,,,,,,,,,,,,,,,,,,,,,
030,fre,,,1880,1880,0,2,1,0,,Poulsom,46 ans,M,46,,,,,,,,,,,,,,,,,,,,,,
030,fre,,,1880,1880,0,3,1,0,,Baligan,44 ans,M,44,,,,,,,,,,,,,,,,,,,,,,
030,fre,,,1880,1880,0,4,1,0,,Magloire,40 ans,M,40,,,,,,,,,,,,,,,,,,,,,,
030,fre,,,1880,1880,0,5,1,0,,Val-Pluchet,28 ans,M,28,,,,,,,,,,,,,,,,,,,,,,
030,fre,,,1880,1880,0,6,1,0,,Pivoteau,60 ans,M,60,,,,,,,,,,,,,,,,,,,,,,
030,fre,,,1880,1880,0,7,1,0,,Justin,,M,,,,,,,,,,,,,,,,,,,,,,,
030,fre,,,1880,1880,0,8,1,0,,Edith Harrisson,29 ans,F,29,,,,,,,,,,,,,,,,,,,,,,
030,fre,,,1880,1880,0,9,1,0,,Madame Lobardet,51 ans,F,51,,,,,,,,,,,,,,,,,,,,,,
030,fre,,,1880,1880,0,10,1,0,,Louise,"femme de Paul, 25 ans",F,25,,,,,,,,,,,,,,,,,,,femme(1),wife(1),,
030,fre,,,1880,1880,0,11,1,0,,Sophie,28 ans,F,28,,,,,,,,,,,,,,,,,,,,,,
031,fre,,,1890,1890,0,1,1,0,,Paul Dorigny,,M,,,,,,,,,,,,,,,,,,,,,,,
031,fre,,,1890,1890,0,2,1,0,,Bonardet,,M,,,,,,,,,,,,,,,,,,,,,,,
031,fre,,,1890,1890,0,3,1,0,,Le Baron Douillard,,M,,,,,,aristocrats,aristocrats,aristocrats,nobility,aristocracy,,baron,,,UC,,,,,,,,
031,fre,,,1890,1890,0,4,1,0,,Lambertin,,M,,,,,,,,,,,,,,,,,,,,,,,
031,fre,,,1890,1890,0,5,1,0,,Falambart,,M,,,,,,,,,,,,,,,,,,,,,,,
031,fre,,,1890,1890,0,6,1,0,,Auguste,,M,,,,,,,,,,,,,,,,,,,,,,,
031,fre,,,1890,1890,0,7,1,0,,Cabassou,,M,,,,,,,,,,,,,,,,,,,,,,,
031,fre,,,1890,1890,0,8,1,0,,La Baronne Douillard,,F,,,,,,aristocrats,aristocrats,aristocrats,nobility,aristocracy,,baronne,,,UC,,,,,,,,
031,fre,,,1890,1890,0,9,1,0,,Colombe,,F,,,,,,,,,,,,,,,,,,,,,,,
031,fre,,,1890,1890,0,10,1,0,,Virginie,,F,,,,,,,,,,,,,,,,,,,,,,,
031,fre,,,1890,1890,0,11,1,0,,Antoinette,,F,,,,,,,,,,,,,,,,,,,,,,,
031,fre,,,1890,1890,0,12,1,0,,Madame Bonardet,,F,,,,,,,,,,,,,,,,,,,,,,,
032,fre,,,1900,1900,0,1,1,0,,Dupont,,M,,,,,,,,,,,,,,,,,,,,,,,
032,fre,,,1900,1900,0,2,1,0,,Robert de Trivelin,,M,,,,,,,,,,,,,,,,,,,,,,,
032,fre,,,1900,1900,0,3,1,0,,La Baule,,M,,,,,,,,,,,,,,,,,,,,,,,
032,fre,,,1900,1900,0,4,1,0,,Couzan,,M,,,,,,,,,,,,,,,,,,,,,,,
032,fre,,,1900,1900,0,5,1,0,,Frontignac,,M,,,,,,,,,,,,,,,,,,,,,,,
032,fre,,,1900,1900,0,6,1,0,,Gontran des Barbettes,,M,,,,,,,,,,,,,,,,,,,,,,,
032,fre,,,1900,1900,0,7,1,0,,Le Prix de Rome,,M,,peintre,painter,,,artists,artists,artists,artists,artists,,prix de Rome,,,UC,,,,,,,,titre prestigieux
032,fre,,,1900,1900,0,8,1,0,,Un Commissaire,,M,,commissaire,police commissioner,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,UC,,,,,,,,
032,fre,,,1900,1900,0,9,0,1,,Deux agents,,M,,agent,police officer,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LMC,,,,,,,,
032,fre,,,1900,1900,0,10,1,0,,Zézé,,F,,,,,,,,,,,,,,,,,,,,,,,
032,fre,,,1900,1900,0,11,1,0,,Madame Dupont,,F,,,,,,,,,,,,,,,,,,,,,,,
032,fre,,,1900,1900,0,12,1,0,,Paulette de Trivelin,,F,,,,,,,,,,,,,,,,,,,,,,,
032,fre,,,1900,1900,0,13,1,0,,Lise,,F,,,,,,,,,,,,,,,,,,,,,,,
032,fre,,,1900,1900,0,14,1,0,,Ernestine,,F,,,,,,,,,,,,,,,,,,,,,,,
032,fre,,,1900,1900,0,15,1,0,,Mariette,,F,,,,,,,,,,,,,,,,,,,,,,,
033,fre,,,1910,1910,0,1,1,0,,Tricointe,président du Tribunal de Gray,M,,président du Tribunal,president of the court,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UC,,,,,,,,
033,fre,,,1910,1910,0,2,1,0,,Cyprien Gaudet,ministre de la Justice,M,,ministre de la Justice,minister,,,government officials,government officials,government officials,government & law enforcement,authority,,Minister of Justice,,,UC,,,,,,,,
033,fre,,,1910,1910,0,3,1,0,,Marius,chef des huissiers du ministère,M,,chef des huissiers du ministère,court bailiff,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UC,,,,,,,,
033,fre,,,1910,1910,0,4,1,0,,Octave Rosimond,chef de cabinet de Gaudet,M,,chef de cabinet,privy councillor,,,government officials,government officials,government officials,government & law enforcement,authority,,,,,UC,,,,,chef de cabinet(2),government councillor(2),,
033,fre,,,1910,1910,0,5,1,0,,Bienassis,sous-chef de bureau,M,,sous-chef de bureau,office manager,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UMC,,,,,,,,sounds like an important position in the context
033,fre,,,1910,1910,0,6,1,0,,Poche,gardien de la paix,M,,gardien de la paix,police officer,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LMC,,,,,,,,
033,fre,,,1910,1910,0,7,1,0,,La Moulaine,procureur de la République,M,,procureur de la République,state prosecutor,,,government officials,government officials,government officials,government & law enforcement,authority,,,,,UC,,,,,,,,
033,fre,,,1910,1910,0,8,1,0,,Pinglet,conseiller,M,,conseiller,government councillor,,,government officials,government officials,government officials,government & law enforcement,authority,,,,,UMC,,,,,,,,
033,fre,,,1910,1910,0,9,1,0,,Bouquet des Ifs,conseiller,M,,conseiller,government councillor,,,government officials,government officials,government officials,government & law enforcement,authority,,,,,UMC,,,,,,,,
033,fre,,,1910,1910,0,10,1,0,,François,garçon de bureau,M,,garçon de bureau,office helper,,,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,,,LC,,,,,,,,
033,fre,,,1910,1910,0,11,1,0,,Dominique,,M,,,,,,,,,,,,,,,,,,,,,,,
033,fre,,,1910,1910,0,12,1,0,,Premier garçon du garde meuble national,,M,,garçon du garde meuble national,office helper,,,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,,,LMC,,,,,,,,sounds like a prestigious position
033,fre,,,1910,1910,0,13,1,0,,Deuxième garçon,,M,,garçon du garde meuble national,office helper,,,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,,,LMC,,,,,,,,sounds like a prestigious position
033,fre,,,1910,1910,0,14,1,0,,Gobette,,F,,,,,,,,,,,,,,,,,,,,,,,
033,fre,,,1910,1910,0,15,1,0,,Aglaé,,F,,,,,,,,,,,,,,,,,,,,,,,
033,fre,,,1910,1910,0,16,1,0,,Denise,,F,,,,,,,,,,,,,,,,,,,,,,,
033,fre,,,1910,1910,0,17,1,0,,Angelina,,F,,,,,,,,,,,,,,,,,,,,,,,
033,fre,,,1910,1910,0,18,1,0,,Sophie,,F,,,,,,,,,,,,,,,,,,,,,,,
033,fre,,,1910,1910,0,19,1,0,,Juliette,,F,,,,,,,,,,,,,,,,,,,,,,,
033,fre,,,1910,1910,0,20,0,1,,Employés du ministère,,U,,employé du ministère,ministerial clerk,,,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,,,LMC,,,,,,,,
